Application. ID,Age,Gender,Location,Parents Edu.,Siblings,RAM-1 Score,RAM-2 Score,HS Score,School Rank,SOP,Admission Status
Ref#26323,17 yrs,Female,Western,F,Yes,29,23,40%,High,4.0,Yes
Ref#26338,20 yrs,Male,Eastern,M,No,56,67,26%,Avg,2.5,No
Ref#26341,20 yrs,Female,Eastern,M,Yes,39,31,29%,Low,2.5,No
Ref#26359,21 yrs,Male,Western,M,No,57,68,69%,High,3.0,No
Ref#26362,19 yrs,Male,Western,M+F,Yes,100,100,49%,Low,4.0,Yes
Ref#26379,17 yrs,Male,Western,F,No,58,69,100%,Low,2.0,No
Ref#26384,19 yrs,Female,Eastern,M,No,25,20,60%,Low,1.5,No
Ref#26397,20 yrs,Female,Central,M+F,No,89,100,19%,Avg,3.0,Yes
Ref#26406,15 yrs,Male,Eastern,F,Yes,31,24,95%,High,1.0,Yes
Ref#26410,15 yrs,Male,Central,M,No,30,24,30%,Low,2.5,No
Ref#26421,21 yrs,Female,Central,M,Yes,29,23,90%,Low,2.5,No
Ref#26437,20 yrs,Female,Central,M+F,Yes,89,100,30%,High,4.0,Yes
Ref#26445,21 yrs,Female,Eastern,M+F,No,19,15,68%,Avg,5.0,Yes
Ref#26453,23 yrs,Female,Eastern,M,Yes,33,26,22%,Avg,4.5,Yes
Ref#26468,20 yrs,Male,Central,M,No,36,28,89%,Low,1.0,No
Ref#26476,16 yrs,Female,Western,F,Yes,16,12,85%,Avg,3.0,No
Ref#26486,23 yrs,Male,Western,F,Yes,23,18,95%,Low,3.5,Yes
Ref#26498,18 yrs,Female,Western,F,Yes,62,74,71%,Low,3.0,No
Ref#26502,17 yrs,Male,Eastern,M+F,Yes,91,100,76%,High,1.5,Yes
Ref#26511,23 yrs,Female,Western,M,No,35,28,62%,Avg,1.0,No
Ref#26521,18 yrs,Female,Western,M+F,Yes,48,38,70%,Avg,2.5,Yes
Ref#26532,17 yrs,Female,Central,F,No,48,38,46%,Low,2.0,No
Ref#26549,17 yrs,Male,Central,M,Yes,37,29,55%,Avg,1.5,No
Ref#26555,23 yrs,Female,Central,F,No,27,21,62%,Low,4.0,Yes
Ref#26561,16 yrs,Male,Central,M,No,31,24,71%,Low,5.0,Yes
Ref#26577,16 yrs,Male,Western,M+F,Yes,52,62,66%,Low,2.0,Yes
Ref#26584,19 yrs,Male,Western,M+F,Yes,56,67,76%,Avg,3.5,Yes
Ref#26592,20 yrs,Male,Eastern,M+F,No,82,98,82%,Low,1.5,Yes
Ref#26602,19 yrs,Male,Western,M+F,No,42,33,100%,Avg,2.0,No
Ref#26610,19 yrs,Male,Western,M,Yes,42,33,17%,Avg,4.5,Yes
Ref#26620,20 yrs,Female,Western,M+F,Yes,16,12,59%,Avg,4.0,Yes
Ref#26635,23 yrs,Male,Western,F,No,20,16,64%,Avg,2.0,No
Ref#26645,20 yrs,Female,Eastern,M+F,No,51,61,85%,High,4.0,Yes
Ref#26657,19 yrs,Male,Central,M,No,12,9,23%,High,1.0,No
Ref#26668,15 yrs,Male,Western,F,No,59,70,63%,Avg,3.5,Yes
Ref#26678,21 yrs,Female,Eastern,F,No,44,35,40%,Avg,2.0,No
Ref#26683,20 yrs,Female,Central,F,Yes,11,8,90%,Avg,4.0,Yes
Ref#26690,20 yrs,Male,Eastern,F,Yes,15,12,39%,High,4.0,Yes
Ref#26708,17 yrs,Female,Central,F,Yes,49,39,27%,High,4.5,Yes
Ref#26712,21 yrs,Female,Central,M+F,No,55,66,36%,Low,4.0,Yes
Ref#26724,22 yrs,Female,Western,M+F,No,13,10,64%,Avg,3.5,Yes
Ref#26731,21 yrs,Female,Eastern,M,No,93,100,16%,Low,2.5,Yes
Ref#26743,19 yrs,Male,Western,F,No,48,38,20%,Low,4.5,Yes
Ref#26754,23 yrs,Male,Western,M,Yes,77,92,27%,Low,3.5,Yes
Ref#26766,21 yrs,Female,Central,M+F,No,90,100,34%,High,4.0,Yes
Ref#26772,16 yrs,Female,Central,M,Yes,33,26,83%,High,4.0,Yes
Ref#26781,20 yrs,Female,Western,F,Yes,98,100,72%,Low,1.5,Yes
Ref#26795,23 yrs,Female,Western,M+F,No,71,85,51%,Low,2.0,No
Ref#26805,17 yrs,Female,Central,M+F,No,36,28,64%,High,1.0,No
Ref#26817,18 yrs,Male,Western,M+F,Yes,41,32,79%,High,4.0,Yes
Ref#26822,16 yrs,Male,Central,F,Yes,71,85,96%,High,2.5,Yes
Ref#26839,20 yrs,Male,Central,M+F,Yes,51,61,97%,High,3.5,Yes
Ref#26848,19 yrs,Male,Eastern,M,No,55,66,26%,Avg,2.0,No
Ref#26858,16 yrs,Female,Western,F,No,78,93,75%,High,1.0,Yes
Ref#26862,23 yrs,Female,Western,F,Yes,30,24,23%,High,2.0,No
Ref#26879,16 yrs,Female,Western,M,No,80,96,50%,Low,4.0,Yes
Ref#26886,23 yrs,Male,Western,F,No,33,26,14%,Low,2.0,No
Ref#26891,21 yrs,Female,Western,F,No,69,82,81%,Low,4.5,Yes
Ref#26907,23 yrs,Female,Western,F,No,10,8,66%,Low,4.5,Yes
Ref#26919,23 yrs,Male,Central,F,No,84,100,31%,High,1.5,Yes
Ref#26926,17 yrs,Male,Western,F,Yes,86,100,78%,Low,3.0,Yes
Ref#26934,16 yrs,Female,Central,F,Yes,43,34,73%,Low,4.0,Yes
Ref#26940,17 yrs,Female,Western,F,Yes,26,20,68%,High,4.5,Yes
Ref#26958,22 yrs,Male,Western,F,Yes,32,25,88%,Low,1.5,No
Ref#26969,22 yrs,Female,Eastern,M+F,Yes,58,69,73%,High,4.5,Yes
Ref#26977,16 yrs,Male,Eastern,M,No,91,100,47%,High,3.0,Yes
Ref#26984,16 yrs,Male,Central,F,Yes,21,16,14%,Low,1.5,No
Ref#26994,22 yrs,Male,Central,M+F,Yes,46,36,57%,High,1.5,Yes
Ref#27007,22 yrs,Female,Eastern,M,Yes,88,100,57%,High,2.0,Yes
Ref#27018,15 yrs,Male,Western,M+F,No,48,38,52%,High,4.0,Yes
Ref#27023,23 yrs,Female,Central,M+F,Yes,78,93,70%,Low,4.5,Yes
Ref#27030,15 yrs,Male,Western,M+F,No,52,62,61%,Avg,3.5,Yes
Ref#27043,17 yrs,Male,Central,F,Yes,67,80,30%,Avg,3.0,No
Ref#27057,17 yrs,Female,Eastern,M+F,No,74,88,69%,Low,3.5,Yes
Ref#27063,20 yrs,Female,Central,F,No,69,82,16%,Low,3.0,No
Ref#27073,17 yrs,Male,Central,M+F,Yes,84,100,28%,Avg,2.5,Yes
Ref#27081,22 yrs,Female,Western,F,No,41,32,89%,High,4.0,Yes
Ref#27098,23 yrs,Male,Western,M,Yes,93,100,59%,Low,4.5,Yes
Ref#27102,17 yrs,Female,Western,F,No,66,79,56%,Avg,3.0,No
Ref#27110,19 yrs,Male,Eastern,F,Yes,48,38,47%,Avg,3.0,No
Ref#27121,16 yrs,Male,Western,F,No,47,37,52%,Low,3.0,No
Ref#27139,23 yrs,Male,Central,F,No,63,75,54%,Low,3.5,Yes
Ref#27141,21 yrs,Female,Eastern,F,Yes,59,70,18%,High,1.5,No
Ref#27158,21 yrs,Female,Western,F,No,36,28,91%,High,4.0,Yes
Ref#27164,17 yrs,Female,Western,M+F,Yes,78,93,89%,Avg,4.5,Yes
Ref#27170,22 yrs,Male,Western,M+F,No,79,94,50%,Avg,2.0,Yes
Ref#27187,16 yrs,Female,Eastern,M+F,Yes,22,17,14%,Low,4.0,Yes
Ref#27195,16 yrs,Male,Eastern,M+F,Yes,22,17,28%,Avg,1.5,Yes
Ref#27207,20 yrs,Female,Western,F,Yes,54,64,23%,Avg,2.5,No
Ref#27212,23 yrs,Male,Eastern,M,Yes,37,29,13%,Low,5.0,Yes
Ref#27224,15 yrs,Male,Central,M,Yes,53,63,59%,Avg,3.5,Yes
Ref#27234,17 yrs,Male,Eastern,F,No,53,63,72%,Avg,3.5,Yes
Ref#27248,15 yrs,Female,Central,M+F,No,31,24,56%,Low,2.5,No
Ref#27251,22 yrs,Male,Western,F,Yes,20,16,56%,High,1.0,No
Ref#27263,17 yrs,Female,Eastern,M,Yes,62,74,37%,Avg,3.0,No
Ref#27270,17 yrs,Male,Western,M+F,No,78,93,35%,Avg,3.5,Yes
Ref#27284,17 yrs,Female,Western,M,Yes,65,78,99%,Avg,4.0,Yes
Ref#27299,19 yrs,Male,Western,F,No,49,39,68%,Low,1.5,No
Ref#27304,22 yrs,Male,Eastern,M+F,Yes,39,31,40%,High,3.0,Yes
Ref#27312,16 yrs,Female,Western,F,No,39,31,81%,Low,3.5,Yes
Ref#27327,21 yrs,Female,Eastern,M+F,Yes,32,25,56%,Low,1.5,Yes
Ref#27334,20 yrs,Male,Eastern,M,No,78,93,91%,High,3.5,Yes
Ref#27349,16 yrs,Male,Eastern,F,Yes,30,24,88%,Avg,3.5,Yes
Ref#27359,21 yrs,Female,Western,M,Yes,12,9,72%,Avg,4.0,Yes
Ref#27363,16 yrs,Male,Central,M,No,25,20,85%,Avg,3.5,Yes
Ref#27377,19 yrs,Female,Western,F,No,26,20,60%,High,1.5,No
Ref#27385,20 yrs,Male,Eastern,M+F,Yes,14,11,14%,Low,2.5,Yes
Ref#27397,21 yrs,Male,Western,M+F,Yes,12,9,85%,Low,4.5,Yes
Ref#27403,16 yrs,Male,Eastern,F,No,66,79,59%,High,1.5,No
Ref#27410,23 yrs,Male,Central,F,No,99,100,66%,High,1.0,Yes
Ref#27422,21 yrs,Male,Western,M+F,No,58,69,86%,High,3.0,Yes
Ref#27431,15 yrs,Male,Central,M,No,73,87,72%,High,3.5,Yes
Ref#27447,20 yrs,Female,Eastern,M+F,No,25,20,80%,High,4.0,Yes
Ref#27452,23 yrs,Male,Eastern,M+F,No,91,100,98%,High,2.0,Yes
Ref#27469,20 yrs,Male,Western,M,Yes,73,87,85%,Avg,3.5,Yes
Ref#27479,20 yrs,Female,Western,M,Yes,11,8,63%,High,3.5,Yes
Ref#27483,16 yrs,Male,Central,M+F,No,61,73,43%,Low,4.5,Yes
Ref#27498,21 yrs,Male,Western,M+F,No,42,33,10%,Low,2.0,No
Ref#27501,22 yrs,Male,Eastern,M,Yes,85,100,62%,High,4.0,Yes
Ref#27512,17 yrs,Male,Eastern,M+F,No,84,100,68%,Low,3.0,Yes
Ref#27523,17 yrs,Male,Western,M+F,Yes,100,100,38%,Low,5.0,Yes
Ref#27531,15 yrs,Male,Eastern,M,Yes,70,84,21%,High,3.0,No
Ref#27544,15 yrs,Male,Western,M,Yes,79,94,26%,High,4.5,Yes
Ref#27552,23 yrs,Female,Central,M+F,Yes,10,8,85%,High,4.5,Yes
Ref#27567,21 yrs,Male,Eastern,F,No,55,66,36%,Avg,1.0,No
Ref#27572,17 yrs,Male,Central,M,No,100,100,85%,Avg,2.0,Yes
Ref#27582,15 yrs,Male,Eastern,M+F,Yes,17,13,45%,Low,1.0,Yes
Ref#27597,22 yrs,Male,Eastern,M+F,Yes,82,98,33%,Avg,2.5,Yes
Ref#27605,21 yrs,Female,Eastern,M+F,Yes,21,16,35%,High,1.0,Yes
Ref#27617,23 yrs,Female,Central,M,No,92,100,20%,Avg,3.5,Yes
Ref#27621,21 yrs,Female,Eastern,F,Yes,84,100,39%,Low,1.0,Yes
Ref#27637,22 yrs,Male,Central,F,No,98,100,25%,Avg,3.5,Yes
Ref#27641,16 yrs,Female,Central,F,Yes,99,100,98%,High,3.5,Yes
Ref#27652,15 yrs,Female,Western,M,No,91,100,28%,Avg,4.0,Yes
Ref#27661,18 yrs,Male,Central,M,Yes,96,100,66%,Low,4.0,Yes
Ref#27677,22 yrs,Male,Central,M+F,Yes,72,86,93%,High,2.0,Yes
Ref#27683,18 yrs,Female,Western,F,Yes,34,27,71%,High,3.0,No
Ref#27695,23 yrs,Female,Central,M,No,12,9,82%,Low,3.0,No
Ref#27706,16 yrs,Male,Eastern,M,No,75,90,42%,Low,2.5,No
Ref#27712,22 yrs,Female,Western,M+F,Yes,81,97,25%,Low,2.0,Yes
Ref#27723,18 yrs,Male,Western,M+F,Yes,11,8,86%,Avg,2.0,Yes
Ref#27736,16 yrs,Female,Eastern,M,Yes,56,67,40%,Low,4.0,Yes
Ref#27742,18 yrs,Female,Eastern,M,No,88,100,68%,Avg,4.5,Yes
Ref#27756,23 yrs,Male,Central,M,No,74,88,61%,Avg,4.0,Yes
Ref#27765,17 yrs,Male,Eastern,M,No,20,16,51%,High,2.0,No
Ref#27779,18 yrs,Male,Eastern,F,No,99,100,86%,Avg,4.5,Yes
Ref#27784,18 yrs,Female,Western,F,Yes,52,62,65%,Low,3.5,Yes
Ref#27791,16 yrs,Male,Western,M,Yes,83,99,35%,High,2.5,Yes
Ref#27806,18 yrs,Female,Western,M,Yes,78,93,50%,Low,3.0,Yes
Ref#27815,21 yrs,Male,Eastern,F,No,76,91,58%,High,4.5,Yes
Ref#27824,15 yrs,Male,Western,M,No,64,76,32%,Low,2.0,No
Ref#27832,23 yrs,Male,Western,M,No,52,62,44%,Low,3.5,Yes
Ref#27845,17 yrs,Male,Eastern,M,No,68,81,74%,Low,3.0,No
Ref#27853,21 yrs,Female,Central,M+F,Yes,77,92,47%,Low,1.5,Yes
Ref#27860,20 yrs,Male,Eastern,F,Yes,73,87,82%,Low,1.5,No
Ref#27877,21 yrs,Female,Eastern,M+F,No,98,100,34%,High,4.5,Yes
Ref#27886,17 yrs,Male,Western,M,No,11,8,96%,High,1.5,Yes
Ref#27899,18 yrs,Female,Western,M+F,No,96,100,61%,Avg,1.5,Yes
Ref#27906,19 yrs,Male,Central,M,Yes,79,94,54%,High,2.5,Yes
Ref#27914,18 yrs,Male,Western,F,Yes,50,60,12%,Avg,2.0,No
Ref#27923,19 yrs,Male,Eastern,F,Yes,41,32,97%,High,3.5,Yes
Ref#27934,21 yrs,Female,Eastern,M+F,No,95,100,26%,Low,2.5,Yes
Ref#27943,20 yrs,Female,Central,M+F,No,83,99,55%,Avg,3.5,Yes
Ref#27956,17 yrs,Male,Western,M+F,Yes,28,22,99%,High,1.5,Yes
Ref#27968,18 yrs,Male,Western,F,No,49,39,90%,Low,2.0,No
Ref#27974,19 yrs,Female,Western,F,Yes,27,21,81%,Low,4.5,Yes
Ref#27988,19 yrs,Male,Central,F,No,83,99,91%,Avg,3.0,Yes
Ref#27996,19 yrs,Male,Western,F,Yes,94,100,91%,High,3.5,Yes
Ref#28009,20 yrs,Male,Central,M,No,77,92,100%,Avg,4.5,Yes
Ref#28010,17 yrs,Female,Central,M,Yes,39,31,86%,Avg,2.5,No
Ref#28020,19 yrs,Male,Western,F,Yes,100,100,65%,Avg,1.5,Yes
Ref#28033,22 yrs,Female,Western,F,Yes,41,32,83%,Avg,1.5,No
Ref#28046,23 yrs,Male,Central,F,No,100,100,47%,High,2.0,Yes
Ref#28054,22 yrs,Female,Eastern,F,No,69,82,56%,High,3.0,No
Ref#28064,23 yrs,Female,Eastern,M,Yes,37,29,32%,Low,3.0,No
Ref#28074,16 yrs,Female,Eastern,M,No,17,13,50%,High,1.5,No
Ref#28080,15 yrs,Female,Central,M,Yes,79,94,47%,Avg,3.5,Yes
Ref#28098,16 yrs,Male,Western,F,No,95,100,35%,High,1.5,Yes
Ref#28104,20 yrs,Female,Eastern,M+F,No,82,98,47%,Avg,3.0,Yes
Ref#28114,22 yrs,Female,Western,M,No,86,100,70%,High,3.5,Yes
Ref#28124,18 yrs,Female,Eastern,M+F,No,21,16,46%,High,4.5,Yes
Ref#28139,22 yrs,Male,Eastern,F,No,79,94,75%,Avg,3.5,Yes
Ref#28147,21 yrs,Male,Western,M,No,84,100,63%,Avg,2.5,Yes
Ref#28155,15 yrs,Male,Eastern,F,No,41,32,14%,High,2.0,No
Ref#28167,22 yrs,Male,Eastern,F,No,34,27,79%,Avg,1.0,No
Ref#28170,23 yrs,Female,Central,F,Yes,32,25,51%,Avg,4.5,Yes
Ref#28186,21 yrs,Female,Central,F,Yes,94,100,84%,High,3.0,Yes
Ref#28195,16 yrs,Female,Western,F,No,57,68,32%,High,3.0,No
Ref#28200,20 yrs,Male,Eastern,M,Yes,83,99,40%,Low,1.0,Yes
Ref#28216,17 yrs,Male,Western,M,No,30,24,22%,Low,4.0,Yes
Ref#28222,21 yrs,Female,Western,M+F,No,66,79,43%,High,4.0,Yes
Ref#28231,15 yrs,Male,Eastern,M+F,No,41,32,32%,High,3.0,No
Ref#28243,19 yrs,Male,Central,F,No,96,100,16%,Low,1.0,Yes
Ref#28250,15 yrs,Male,Western,M+F,Yes,43,34,71%,High,2.5,Yes
Ref#28269,17 yrs,Male,Central,M,Yes,42,33,47%,Low,2.0,No
Ref#28279,19 yrs,Female,Western,F,No,78,93,45%,Low,2.0,Yes
Ref#28288,18 yrs,Male,Eastern,M,No,87,100,44%,Low,2.5,Yes
Ref#28292,17 yrs,Female,Central,F,No,97,100,58%,High,2.0,Yes
Ref#28308,15 yrs,Female,Western,M,Yes,29,23,99%,Avg,4.5,Yes
Ref#28317,23 yrs,Female,Central,M+F,No,73,87,19%,Avg,1.5,No
Ref#28320,21 yrs,Female,Western,M,Yes,91,100,17%,High,4.5,Yes
Ref#28334,18 yrs,Female,Central,M,Yes,91,100,84%,High,3.0,Yes
Ref#28344,17 yrs,Male,Western,M+F,No,31,24,89%,Low,1.0,No
Ref#28357,21 yrs,Female,Central,M,Yes,68,81,32%,Low,4.0,Yes
Ref#28363,16 yrs,Male,Central,M+F,No,76,91,28%,Low,1.5,Yes
Ref#28370,15 yrs,Female,Western,M+F,Yes,38,30,23%,Low,1.5,Yes
Ref#28389,23 yrs,Male,Eastern,M+F,Yes,99,100,28%,High,2.0,Yes
Ref#28395,21 yrs,Male,Eastern,F,Yes,99,100,76%,High,2.0,Yes
Ref#28403,21 yrs,Male,Eastern,M,Yes,70,84,89%,High,2.5,Yes
Ref#28413,15 yrs,Female,Western,F,Yes,34,27,83%,Avg,3.5,Yes
Ref#28425,20 yrs,Male,Western,M,No,91,100,59%,High,3.5,Yes
Ref#28432,17 yrs,Male,Eastern,F,Yes,90,100,95%,Low,4.5,Yes
Ref#28443,16 yrs,Male,Western,M+F,Yes,81,97,32%,Avg,2.5,Yes
Ref#28452,17 yrs,Male,Western,M,No,70,84,10%,Avg,2.5,No
Ref#28462,16 yrs,Male,Eastern,M+F,No,64,76,24%,Avg,1.5,No
Ref#28471,22 yrs,Female,Central,M+F,No,96,100,23%,Avg,3.5,Yes
Ref#28484,19 yrs,Female,Eastern,M,No,23,18,78%,Low,1.5,No
Ref#28493,23 yrs,Female,Eastern,M,No,31,24,52%,High,3.5,Yes
Ref#28504,22 yrs,Female,Eastern,F,Yes,67,80,59%,High,4.5,Yes
Ref#28512,23 yrs,Female,Central,M,No,74,88,71%,Low,2.0,No
Ref#28526,23 yrs,Male,Western,F,No,62,74,12%,Avg,1.5,No
Ref#28535,19 yrs,Male,Eastern,M,Yes,60,72,67%,High,2.0,No
Ref#28541,15 yrs,Male,Eastern,M+F,No,64,76,45%,Low,3.0,No
Ref#28557,17 yrs,Female,Eastern,M+F,No,85,100,49%,Low,4.0,Yes
Ref#28563,22 yrs,Female,Western,M,Yes,39,31,71%,High,4.0,Yes
Ref#28573,17 yrs,Male,Western,M+F,No,14,11,75%,Avg,3.0,No
Ref#28587,21 yrs,Female,Central,F,Yes,48,38,56%,Low,3.5,Yes
Ref#28593,21 yrs,Female,Central,F,Yes,31,24,53%,High,3.5,Yes
Ref#28608,19 yrs,Male,Eastern,M+F,No,44,35,51%,Avg,1.0,No
Ref#28611,18 yrs,Male,Western,M,Yes,44,35,30%,High,2.5,No
Ref#28621,19 yrs,Male,Western,M+F,Yes,17,13,99%,Avg,4.5,Yes
Ref#28638,19 yrs,Male,Western,M,Yes,57,68,95%,Avg,4.0,Yes
Ref#28645,22 yrs,Male,Western,M+F,No,58,69,36%,High,4.0,Yes
Ref#28653,21 yrs,Male,Eastern,F,No,15,12,14%,High,1.0,No
Ref#28667,22 yrs,Female,Central,M,No,31,24,19%,High,3.5,Yes
Ref#28671,19 yrs,Female,Western,M,No,49,39,10%,High,4.5,Yes
Ref#28685,22 yrs,Female,Western,F,No,57,68,30%,Avg,4.0,Yes
Ref#28691,20 yrs,Female,Central,M,No,23,18,27%,Low,4.5,Yes
Ref#28705,21 yrs,Female,Central,M+F,Yes,60,72,59%,Low,4.0,Yes
Ref#28718,22 yrs,Male,Eastern,M+F,No,55,66,87%,Low,3.0,No
Ref#28720,19 yrs,Male,Central,M,Yes,32,25,44%,High,3.0,No
Ref#28738,17 yrs,Female,Western,M+F,No,68,81,92%,Avg,3.5,Yes
Ref#28746,19 yrs,Female,Eastern,M+F,No,48,38,62%,Low,2.5,No
Ref#28751,21 yrs,Male,Eastern,F,Yes,31,24,39%,Avg,3.0,No
Ref#28764,22 yrs,Female,Eastern,F,No,65,78,74%,Low,4.0,Yes
Ref#28777,23 yrs,Male,Central,M+F,Yes,39,31,93%,Low,2.5,Yes
Ref#28780,16 yrs,Female,Eastern,M,Yes,48,38,93%,High,1.5,Yes
Ref#28790,19 yrs,Female,Central,F,No,88,100,40%,Low,2.0,Yes
Ref#28803,21 yrs,Female,Eastern,F,Yes,15,12,30%,Avg,2.0,No
Ref#28815,22 yrs,Female,Central,M+F,Yes,82,98,66%,Low,3.0,Yes
Ref#28820,20 yrs,Male,Eastern,F,No,34,27,84%,Avg,4.0,Yes
Ref#28836,20 yrs,Male,Eastern,M,No,50,60,78%,Low,3.0,No
Ref#28847,19 yrs,Female,Western,M+F,No,98,100,88%,Avg,3.5,Yes
Ref#28858,15 yrs,Female,Eastern,M+F,Yes,23,18,88%,Avg,1.5,Yes
Ref#28866,18 yrs,Female,Eastern,F,No,35,28,64%,Avg,4.0,Yes
Ref#28875,15 yrs,Male,Central,M+F,Yes,18,14,53%,Low,2.0,Yes
Ref#28881,15 yrs,Female,Western,M,Yes,32,25,71%,Avg,3.5,Yes
Ref#28894,18 yrs,Male,Eastern,F,Yes,82,98,38%,Low,4.5,Yes
Ref#28908,20 yrs,Male,Central,M+F,No,15,12,99%,High,3.5,Yes
Ref#28919,20 yrs,Male,Central,M+F,Yes,98,100,38%,Low,5.0,Yes
Ref#28924,22 yrs,Female,Western,F,No,88,100,43%,Low,2.5,Yes
Ref#28939,20 yrs,Female,Western,M,Yes,42,33,87%,Avg,1.0,No
Ref#28948,19 yrs,Female,Central,M,No,71,85,22%,Avg,3.5,Yes
Ref#28956,18 yrs,Female,Central,M,No,96,100,33%,Avg,4.5,Yes
Ref#28966,16 yrs,Female,Eastern,M,No,61,73,15%,Avg,3.5,Yes
Ref#28975,18 yrs,Male,Western,M+F,No,36,28,50%,Avg,4.0,Yes
Ref#28981,17 yrs,Male,Eastern,M+F,Yes,59,70,53%,Low,4.0,Yes
Ref#28992,22 yrs,Male,Western,M,No,28,22,45%,High,2.5,No
Ref#29004,21 yrs,Male,Western,M+F,Yes,86,100,77%,High,4.5,Yes
Ref#29014,18 yrs,Female,Western,M,No,33,26,93%,High,1.0,Yes
Ref#29028,21 yrs,Male,Western,M,No,61,73,12%,High,1.5,No
Ref#29038,21 yrs,Female,Western,M+F,No,43,34,32%,High,3.5,Yes
Ref#29043,19 yrs,Male,Western,M+F,Yes,53,63,18%,High,3.5,Yes
Ref#29054,15 yrs,Male,Central,F,Yes,63,75,55%,High,3.0,No
Ref#29063,22 yrs,Female,Western,M+F,Yes,89,100,93%,Avg,3.0,Yes
Ref#29074,22 yrs,Female,Western,M,Yes,29,23,70%,Avg,2.0,No
Ref#29087,21 yrs,Female,Central,F,Yes,36,28,23%,Avg,2.0,No
Ref#29097,15 yrs,Female,Western,M,Yes,51,61,67%,Low,2.5,No
Ref#29101,23 yrs,Male,Central,M+F,Yes,71,85,74%,Low,1.5,Yes
Ref#29111,16 yrs,Male,Eastern,F,No,34,27,54%,Low,4.5,Yes
Ref#29126,20 yrs,Female,Central,M,Yes,13,10,38%,Avg,2.5,No
Ref#29132,20 yrs,Female,Eastern,F,No,94,100,38%,Avg,4.5,Yes
Ref#29143,18 yrs,Male,Western,F,No,25,20,80%,Low,2.0,No
Ref#29156,18 yrs,Male,Western,M+F,Yes,79,94,26%,Avg,4.5,Yes
Ref#29165,20 yrs,Male,Central,F,Yes,13,10,40%,Low,4.5,Yes
Ref#29178,16 yrs,Female,Central,M+F,No,75,90,22%,Low,3.5,Yes
Ref#29182,16 yrs,Male,Central,F,No,84,100,37%,Low,2.5,Yes
Ref#29192,22 yrs,Male,Eastern,M+F,No,86,100,82%,High,1.5,Yes
Ref#29209,21 yrs,Female,Western,M,Yes,18,14,18%,High,3.5,Yes
Ref#29213,17 yrs,Female,Central,M+F,Yes,84,100,39%,Avg,3.5,Yes
Ref#29226,20 yrs,Male,Central,M+F,Yes,82,98,34%,High,1.0,Yes
Ref#29235,20 yrs,Female,Central,M,Yes,45,36,52%,Low,2.5,No
Ref#29240,17 yrs,Male,Central,F,No,68,81,16%,High,3.5,Yes
Ref#29259,20 yrs,Male,Eastern,M,No,63,75,13%,High,2.0,No
Ref#29265,20 yrs,Female,Eastern,M+F,Yes,74,88,55%,Low,4.0,Yes
Ref#29279,15 yrs,Male,Western,M+F,No,20,16,59%,High,3.5,Yes
Ref#29289,19 yrs,Male,Western,M,No,91,100,11%,Avg,3.0,Yes
Ref#29298,22 yrs,Male,Central,M+F,Yes,28,22,70%,Low,3.5,Yes
Ref#29303,18 yrs,Female,Eastern,M+F,Yes,69,82,11%,Low,2.5,Yes
Ref#29319,22 yrs,Female,Western,F,Yes,56,67,95%,Low,3.0,No
Ref#29322,17 yrs,Female,Central,F,Yes,63,75,100%,Low,1.5,No
Ref#29339,20 yrs,Female,Western,M+F,Yes,63,75,27%,High,2.5,Yes
Ref#29349,23 yrs,Male,Eastern,M,No,18,14,54%,Low,3.0,No
Ref#29355,16 yrs,Male,Eastern,M+F,No,14,11,59%,Low,2.0,No
Ref#29367,17 yrs,Male,Western,M+F,No,94,100,63%,Avg,4.5,Yes
Ref#29372,19 yrs,Male,Eastern,F,Yes,76,91,55%,High,2.5,Yes
Ref#29382,19 yrs,Male,Western,M+F,No,34,27,86%,Avg,4.5,Yes
Ref#29397,20 yrs,Female,Eastern,M,No,61,73,99%,High,4.5,Yes
Ref#29403,18 yrs,Female,Central,F,No,50,60,15%,Low,4.0,Yes
Ref#29410,18 yrs,Female,Central,F,No,11,8,25%,Avg,2.0,No
Ref#29427,18 yrs,Female,Eastern,M+F,Yes,53,63,83%,High,3.5,Yes
Ref#29436,23 yrs,Male,Western,F,No,86,100,80%,High,1.5,Yes
Ref#29444,19 yrs,Male,Central,F,Yes,86,100,48%,Low,5.0,Yes
Ref#29457,18 yrs,Female,Eastern,M,No,50,60,76%,Low,2.5,No
Ref#29462,18 yrs,Male,Eastern,M,Yes,62,74,70%,High,5.0,Yes
Ref#29475,22 yrs,Male,Central,M,No,11,8,48%,Low,3.5,Yes
Ref#29486,18 yrs,Female,Central,M+F,Yes,59,70,28%,Low,4.0,Yes
Ref#29492,16 yrs,Male,Eastern,F,Yes,61,73,64%,Low,3.0,No
Ref#29507,16 yrs,Female,Eastern,M,Yes,50,60,24%,Low,3.0,No
Ref#29519,21 yrs,Male,Eastern,M+F,Yes,77,92,80%,Avg,3.0,Yes
Ref#29528,23 yrs,Male,Western,M,Yes,95,100,86%,Avg,3.0,Yes
Ref#29539,15 yrs,Male,Central,M,No,15,12,43%,High,4.0,Yes
Ref#29542,22 yrs,Female,Central,M,Yes,82,98,61%,High,3.5,Yes
Ref#29553,21 yrs,Female,Western,M,Yes,16,12,14%,Avg,1.5,No
Ref#29568,20 yrs,Male,Western,F,No,77,92,64%,High,1.0,Yes
Ref#29574,22 yrs,Male,Central,M,No,33,26,96%,Avg,2.5,No
