Gender,Location,Quiz-1,Quiz-2,Quiz-3,Quiz-4,Major-1,Major-2,Major-3,Final
Male,Riyadh,18,10,6,14,91,84,80,80
Male,Jeddah,7,25,18,13,55,51,51,51
Male,Qassim,12,25,25,12,73,64,59,59
Male,Riyadh,14,7,12,13,39,55,52,50
Male,Dammam,14,21,22,17,61,55,55,59
Female,Riyadh,5,24,5,8,36,34,34,29
Female,Dammam,12,13,16,11,56,55,67,53
Male,Makkah,8,21,13,7,31,22,12,28
Male,Makkah,5,8,7,3,44,40,39,30
Female,Riyadh,12,16,15,16,50,62,45,57
Female,Madinah,11,10,17,15,52,36,46,49
Male,Jeddah,2,21,10,9,29,30,23,30
Male,Madinah,17,8,21,14,49,68,56,57
Female,Dhahran,8,19,11,4,20,28,15,21
Female,Dhahran,14,16,16,9,56,52,64,51
Female,Riyadh,19,10,22,23,91,79,91,88
Female,Dhahran,13,9,6,9,48,67,52,51
Male,Riyadh,0,14,8,10,26,32,23,30
Male,Qassim,19,15,20,22,76,79,73,80
Male,Qassim,11,5,8,12,56,57,57,54
Male,Jeddah,12,12,24,4,30,26,21,29
Female,Jeddah,5,12,15,7,47,46,34,40
Male,Makkah,23,12,25,13,77,85,91,76
Female,Jeddah,17,15,6,10,69,56,57,61
Female,Makkah,23,9,21,21,76,86,87,86
Female,Dhahran,12,8,16,17,54,62,55,62
Female,Dhahran,7,8,25,9,44,40,43,40
Female,Madinah,0,16,9,5,13,13,28,9
Female,Riyadh,13,19,22,21,82,85,89,80
Male,Madinah,20,9,5,23,84,87,83,87
Male,Madinah,15,12,21,15,71,66,64,69
Female,Makkah,9,19,12,13,66,48,49,51
Female,Jeddah,11,15,17,3,25,36,39,27
Male,Madinah,13,25,16,6,33,46,42,35
Male,Dhahran,19,20,12,22,85,75,80,79
Male,Qassim,2,7,10,9,26,21,26,25
Male,Dhahran,1,23,24,7,37,19,34,23
Female,Qassim,9,9,11,13,58,40,48,44
Female,Qassim,10,9,22,12,23,39,31,35
Male,Dammam,16,18,23,19,74,69,79,69
Male,Riyadh,5,9,20,7,25,25,29,21
Male,Dhahran,1,5,17,5,27,19,28,21
Female,Makkah,12,15,17,8,39,52,47,43
Female,Makkah,6,19,10,8,39,32,32,33
Female,Qassim,20,14,6,18,71,67,62,73
Female,Riyadh,10,17,25,9,30,28,27,31
Female,Makkah,12,19,18,17,44,64,45,56
Female,Riyadh,13,12,17,9,42,48,35,44
Male,Riyadh,7,13,25,15,54,59,56,53
Male,Madinah,3,25,23,1,32,23,26,19
Male,Madinah,16,18,15,16,66,69,69,66
Female,Madinah,21,24,20,14,74,91,87,79
Female,Makkah,15,17,17,21,64,67,64,70
Male,Dhahran,11,22,15,8,52,49,49,43
Male,Dhahran,16,22,19,12,59,48,51,51
Female,Makkah,11,7,13,16,65,72,62,65
Female,Makkah,21,17,7,19,87,92,95,86
Male,Riyadh,12,19,7,6,36,24,34,30
Female,Jeddah,10,14,18,16,61,74,61,67
Female,Madinah,21,8,22,13,76,78,76,75
Female,Qassim,17,9,10,19,61,77,63,70
Female,Jeddah,11,17,16,8,43,38,42,41
Male,Dammam,22,20,6,18,75,74,84,76
Male,Qassim,16,17,6,7,43,58,45,47
Female,Dhahran,14,21,6,17,73,89,77,79
Female,Jeddah,12,20,11,16,68,58,51,64
Female,Riyadh,13,9,14,11,59,51,52,54
Male,Dhahran,9,21,11,12,61,57,44,57
Female,Makkah,6,17,20,8,26,33,36,28
Female,Madinah,15,10,19,10,45,44,40,46
Female,Jeddah,9,22,6,18,60,49,51,55
Female,Qassim,14,18,12,14,61,61,63,57
Female,Makkah,20,15,10,20,65,65,77,68
Male,Dhahran,12,14,22,12,43,50,40,44
Female,Qassim,8,8,12,9,54,49,62,48
Female,Makkah,7,25,18,13,43,35,37,39
Female,Makkah,16,15,11,20,65,75,78,74
Male,Jeddah,12,20,7,5,55,42,36,43
Male,Jeddah,6,15,6,6,28,35,31,29
Male,Riyadh,3,5,25,3,32,32,31,25
Female,Dammam,13,10,6,22,75,78,75,79
Male,Dhahran,25,12,10,20,96,94,94,95
Male,Jeddah,13,13,24,9,47,38,41,41
Female,Makkah,6,17,23,9,35,54,40,43
Male,Qassim,9,17,16,3,26,20,17,21
Female,Riyadh,11,21,21,12,52,57,63,54
Female,Makkah,14,10,8,14,71,90,88,76
Male,Madinah,12,15,9,12,54,48,47,48
Female,Qassim,12,21,18,12,42,53,53,46
Female,Qassim,12,11,7,12,68,63,63,63
Male,Riyadh,2,5,14,3,28,21,34,19
Female,Riyadh,8,24,18,4,33,30,33,25
Male,Dammam,2,17,15,3,38,37,39,26
Female,Riyadh,22,11,18,20,76,82,82,82
Male,Riyadh,13,10,5,7,32,47,32,36
Female,Makkah,25,25,22,25,91,97,81,98
Female,Dammam,17,8,25,22,80,90,91,87
Male,Madinah,7,19,12,9,49,45,40,44
Female,Dammam,23,15,6,23,94,83,81,88
Female,Dammam,13,10,10,8,54,49,64,47
Male,Riyadh,7,24,5,14,36,44,50,39
Male,Dammam,13,9,15,5,54,40,37,41
Female,Dhahran,12,24,16,14,62,57,58,55
Female,Jeddah,19,24,15,18,62,76,64,69
Female,Makkah,16,6,8,12,65,65,73,59
Female,Qassim,24,11,25,17,93,78,94,84
Female,Dammam,3,10,20,0,16,12,12,10
Male,Qassim,15,16,10,23,78,81,84,79
Male,Qassim,18,10,21,14,66,51,50,61
Male,Madinah,11,18,15,11,44,38,55,44
Female,Makkah,8,7,15,10,61,64,62,56
Female,Qassim,10,21,14,3,25,35,36,27
Female,Jeddah,17,25,19,10,67,77,67,67
Male,Dammam,21,15,15,15,93,100,99,91
Female,Riyadh,11,16,15,4,26,26,29,26
Female,Madinah,18,20,20,19,77,81,89,78
Female,Qassim,11,8,7,14,55,54,69,52
Male,Makkah,15,11,15,14,87,76,74,77
Male,Qassim,11,19,5,8,52,49,54,47
Male,Riyadh,21,15,9,13,83,82,77,78
Female,Dhahran,2,17,8,11,41,24,38,31
Male,Dammam,17,15,6,22,93,85,90,85
Male,Dhahran,24,6,7,23,82,94,91,90
Male,Riyadh,4,21,13,4,19,14,17,13
Male,Makkah,15,5,25,20,91,82,88,81
Male,Qassim,22,6,18,14,71,81,76,77
Female,Riyadh,3,13,18,4,44,38,35,31
Male,Madinah,11,17,11,11,29,36,37,34
Male,Riyadh,16,9,13,14,78,69,67,72
Female,Riyadh,13,5,21,14,34,47,34,42
Female,Makkah,14,10,11,15,50,44,50,53
Male,Jeddah,8,7,15,12,33,38,28,40
Male,Makkah,9,6,21,14,48,45,46,49
Female,Jeddah,23,19,22,17,84,91,80,88
Female,Dammam,20,5,20,20,91,90,84,91
Female,Jeddah,15,18,9,16,91,94,100,83
Female,Jeddah,7,25,10,6,43,48,43,36
Male,Jeddah,8,9,12,11,29,25,35,30
Male,Qassim,13,18,17,10,54,55,60,50
Male,Jeddah,18,24,17,15,68,71,60,66
Female,Jeddah,10,14,20,11,53,57,58,49
Male,Makkah,19,14,10,21,81,78,78,80
Male,Jeddah,14,8,24,13,69,65,77,61
Female,Riyadh,15,19,24,9,60,61,59,56
Male,Madinah,10,20,12,13,65,76,72,62
Male,Riyadh,16,18,10,21,71,71,83,72
Male,Jeddah,18,13,23,22,84,72,80,79
Female,Jeddah,18,24,15,18,80,91,96,85
Female,Dammam,11,22,10,2,30,40,40,33
Male,Jeddah,19,18,16,14,62,63,76,64
Male,Dhahran,4,23,25,3,36,42,29,31
Female,Dammam,18,9,7,17,86,86,82,81
Female,Dammam,12,9,17,18,69,73,77,71
Male,Riyadh,23,20,20,21,89,89,87,92
Male,Dhahran,10,16,6,14,44,52,41,46
Female,Madinah,11,20,21,3,38,34,34,32
Female,Dhahran,15,19,17,17,55,48,45,56
Female,Makkah,1,13,21,2,28,19,27,19
Female,Makkah,11,23,22,11,66,61,57,60
Female,Jeddah,12,7,19,8,37,40,32,37
Female,Qassim,16,12,23,22,74,88,88,80
Male,Qassim,9,14,24,14,43,45,40,45
Female,Qassim,11,8,11,11,48,38,44,45
Male,Madinah,8,11,16,11,21,20,21,25
Female,Dammam,16,7,24,16,68,67,75,68
Female,Riyadh,2,14,13,9,22,31,18,25
Female,Qassim,21,21,19,14,81,82,83,78
Male,Riyadh,16,7,5,15,67,58,59,63
Male,Jeddah,3,5,14,7,38,36,40,29
Female,Dhahran,22,24,11,14,83,76,79,77
Male,Madinah,6,24,8,5,36,32,44,27
Female,Qassim,11,13,12,13,57,45,42,48
Male,Madinah,11,16,7,13,74,73,74,67
Male,Madinah,20,7,14,17,82,91,73,82
Female,Dammam,14,15,9,11,72,63,56,60
Male,Dammam,3,25,23,6,41,27,44,27
Female,Dammam,5,13,16,11,45,37,27,38
Male,Qassim,21,20,16,19,91,86,90,87
Female,Dhahran,14,16,9,11,72,56,55,61
Female,Jeddah,8,13,18,11,51,49,52,44
Female,Riyadh,8,16,19,12,45,48,42,42
Female,Dhahran,10,17,11,4,49,30,33,31
Female,Dammam,9,14,9,9,31,28,27,29
Male,Makkah,19,23,6,15,86,93,79,81
Male,Madinah,7,7,12,11,54,55,41,50
Male,Riyadh,15,23,14,16,65,56,66,61
Female,Makkah,11,18,14,13,39,42,44,42
Female,Madinah,14,11,6,18,87,84,86,80
Male,Dhahran,1,6,5,3,21,29,23,17
Female,Dammam,15,6,16,16,44,59,62,54
Female,Madinah,19,6,15,19,84,80,71,78
Male,Jeddah,5,25,16,1,36,17,20,16
Male,Madinah,8,17,12,10,59,50,53,46
Female,Riyadh,19,19,15,18,77,81,77,81
Male,Jeddah,11,6,23,14,70,77,71,65
Male,Dhahran,11,24,23,17,47,58,61,57
Male,Makkah,3,23,19,6,40,22,22,23
Female,Qassim,21,13,6,13,81,74,78,73
Male,Jeddah,12,20,6,18,64,77,63,67
Female,Dhahran,12,20,25,5,32,38,21,31
Female,Madinah,11,19,8,10,56,58,56,54
Male,Dammam,12,5,7,18,60,59,61,58
Female,Madinah,1,14,22,8,13,18,14,14
Female,Riyadh,13,22,9,12,47,63,44,53
Female,Qassim,8,17,19,9,12,13,30,19
Male,Riyadh,23,7,6,22,89,84,88,91
Female,Jeddah,16,6,24,17,82,64,71,72
Female,Dammam,16,13,25,6,51,47,41,45
Female,Makkah,16,16,19,21,69,73,63,74
Female,Dammam,7,17,9,3,17,32,21,23
Male,Qassim,12,20,23,5,36,37,41,32
Female,Madinah,17,14,12,20,90,79,81,84
Male,Makkah,12,13,6,18,78,70,71,73
Female,Dammam,23,18,14,23,83,81,92,85
Female,Qassim,13,8,13,18,77,62,81,67
Male,Dammam,8,10,5,17,63,49,63,55
Male,Makkah,20,5,13,20,76,74,76,78
Female,Dhahran,16,6,25,18,99,93,98,90
Female,Jeddah,1,18,6,5,17,24,25,17
Male,Makkah,3,15,24,13,38,41,39,39
Female,Madinah,10,15,24,13,59,57,55,53
Male,Dhahran,6,18,6,4,42,36,31,29
Female,Madinah,2,22,6,10,22,23,35,26
Female,Qassim,22,11,9,22,77,75,89,82
Male,Riyadh,13,22,16,5,37,31,33,34
Female,Dammam,16,17,6,19,71,76,81,73
Male,Makkah,3,24,16,6,26,29,32,27
Female,Makkah,10,13,8,6,32,39,22,32
Male,Dhahran,5,19,20,4,28,21,28,21
Female,Jeddah,13,25,5,20,61,58,68,63
Male,Makkah,23,18,10,20,89,80,83,84
Female,Dammam,3,20,10,7,27,26,25,22
Female,Qassim,13,11,21,11,79,67,82,62
Female,Makkah,19,9,6,15,73,72,80,71
Female,Jeddah,6,17,5,10,54,50,50,48
Female,Madinah,22,19,13,19,87,76,88,82
Female,Jeddah,10,6,18,10,56,58,62,53
Female,Jeddah,22,15,17,20,78,77,84,80
Female,Dhahran,17,5,16,8,64,63,44,59
Female,Qassim,17,18,9,16,45,62,47,57
Female,Riyadh,1,20,9,4,17,21,30,18
Male,Qassim,9,6,23,6,39,49,30,42
Male,Makkah,3,6,6,10,13,20,19,22
Female,Qassim,1,5,23,10,22,35,33,26
Male,Madinah,14,13,16,16,71,57,57,60
Male,Riyadh,15,11,24,15,95,93,79,84
Male,Dammam,9,12,11,14,54,58,47,55
Female,Qassim,7,14,18,12,63,46,45,49
Male,Dammam,14,17,15,16,56,62,49,61
Male,Qassim,5,8,15,3,24,31,29,25
Female,Makkah,12,21,17,8,48,47,41,41
Female,Dammam,23,21,17,22,80,82,85,85
Female,Dammam,20,25,21,24,98,83,84,94
Female,Makkah,18,6,13,15,70,68,79,69
Female,Riyadh,17,8,24,11,64,55,70,57
Male,Jeddah,9,23,16,18,62,67,58,61
Female,Dhahran,17,8,7,11,80,77,76,72
Male,Qassim,17,21,13,23,94,90,98,88
Male,Dammam,12,10,18,12,29,39,41,41
Female,Riyadh,14,5,9,12,59,58,57,58
Female,Madinah,8,21,7,15,50,65,65,54
Male,Dhahran,23,24,8,17,84,100,99,92
Female,Riyadh,7,16,12,4,35,17,19,23
Female,Madinah,11,25,12,8,39,54,43,41
Female,Dhahran,14,21,19,17,89,90,75,84
Female,Dhahran,17,25,11,16,62,71,68,66
Female,Madinah,10,23,22,9,58,65,62,53
Male,Madinah,15,15,14,13,67,76,82,65
Female,Riyadh,21,13,16,16,94,85,92,83
Female,Makkah,7,18,23,10,30,29,39,28
Female,Riyadh,7,6,23,8,17,23,27,24
Male,Makkah,7,21,9,7,40,50,48,38
Female,Makkah,18,22,20,20,75,71,68,77
Male,Madinah,11,13,24,7,20,29,29,29
Male,Madinah,6,14,9,10,24,27,29,28
Female,Madinah,18,18,18,19,78,95,78,87
Female,Makkah,10,8,11,2,17,15,25,16
Female,Dammam,8,11,13,12,46,41,44,42
Male,Qassim,16,19,11,10,43,48,55,49
Male,Qassim,10,20,19,10,62,50,50,51
Female,Qassim,2,18,14,7,25,22,20,22
Male,Makkah,11,18,20,12,64,56,72,53
Female,Dhahran,24,25,23,16,88,91,77,87
Male,Makkah,10,9,22,10,49,49,54,48
Female,Qassim,3,25,23,3,25,27,28,18
Female,Dammam,5,21,8,2,39,33,37,30
Female,Dhahran,17,17,24,18,91,80,79,80
Female,Riyadh,12,8,13,11,44,46,56,42
Female,Jeddah,13,23,22,7,47,50,51,44
Male,Makkah,12,15,24,17,64,72,72,67
Male,Makkah,20,5,8,20,99,96,99,94
Female,Makkah,12,8,17,8,28,34,41,31
Male,Madinah,18,20,18,16,85,84,96,78
Female,Jeddah,6,13,6,9,46,50,46,40
Male,Riyadh,12,10,24,19,75,71,65,74
Female,Jeddah,12,11,12,17,56,49,56,54
Male,Riyadh,17,19,7,13,80,70,79,70
Male,Madinah,19,14,9,21,88,91,81,90
Male,Dhahran,15,5,5,13,50,52,51,51
Male,Jeddah,2,19,10,12,29,33,41,32
Male,Madinah,2,20,20,6,25,12,31,15
Female,Qassim,22,19,8,22,81,80,79,81
Female,Jeddah,4,12,8,1,36,34,24,24
Female,Riyadh,9,18,12,9,26,31,27,31
Female,Dhahran,0,5,11,7,21,14,25,19
Male,Madinah,21,20,15,16,81,81,87,77
Female,Dammam,17,12,18,20,72,85,75,80
Female,Qassim,23,9,7,18,85,85,75,82
Female,Jeddah,15,16,14,13,69,84,83,72
Female,Makkah,9,11,12,9,44,45,48,44
Female,Dammam,7,5,25,5,39,53,45,41
Male,Dhahran,14,10,5,20,94,76,88,83
Male,Dammam,9,11,8,15,56,66,64,60
Male,Riyadh,9,23,17,6,18,31,19,27
Male,Madinah,17,14,11,8,49,52,56,47
Male,Riyadh,6,21,23,2,24,24,22,20
Male,Dammam,15,16,17,20,71,71,67,74
Female,Dammam,7,8,16,13,45,62,52,54
Female,Qassim,7,11,13,4,41,42,44,34
Female,Dhahran,13,14,15,16,58,55,49,56
Female,Dhahran,5,25,19,10,32,32,22,34
Male,Dammam,12,8,25,11,43,37,54,43
Female,Qassim,7,9,10,5,12,25,30,20
Male,Jeddah,7,14,12,15,49,47,58,46
Male,Makkah,7,9,15,10,30,37,42,34
Female,Qassim,8,5,19,0,24,20,23,14
Female,Makkah,2,19,5,7,35,21,25,26
Male,Dhahran,7,24,8,11,42,41,44,43
Female,Riyadh,9,22,9,14,68,65,58,64
Male,Dammam,20,16,14,14,73,81,73,71
Female,Madinah,9,13,24,9,47,48,46,41
Male,Makkah,23,8,19,18,77,78,74,77
Female,Dhahran,16,21,7,12,68,71,82,64
Male,Madinah,21,17,20,19,75,78,69,79
Male,Dammam,14,24,24,20,88,79,81,79
Female,Dhahran,21,9,13,15,77,65,70,70
Male,Madinah,17,7,14,15,76,91,85,81
Male,Riyadh,15,19,6,11,45,47,49,45
Male,Dammam,19,21,23,14,88,92,90,85
Female,Qassim,23,22,11,25,82,95,94,93
Male,Madinah,17,6,14,15,91,88,79,84
Female,Riyadh,11,10,14,2,28,28,36,23
Female,Jeddah,7,13,18,11,35,22,29,30
Female,Dammam,21,24,13,17,85,87,89,82
Male,Makkah,11,20,19,8,31,32,31,34
Female,Jeddah,7,18,16,9,17,20,27,22
Female,Dhahran,11,14,16,11,70,82,69,68
Male,Makkah,12,17,19,11,69,62,69,58
Male,Madinah,17,25,7,16,76,87,82,81
Female,Dammam,21,21,20,24,83,83,94,85
Male,Dammam,16,5,16,18,85,74,66,76
Female,Dammam,21,16,22,20,64,75,78,76
Male,Jeddah,14,8,22,14,81,83,81,73
Female,Dhahran,18,22,13,13,88,80,79,78
Male,Qassim,9,13,12,9,55,48,61,49
Male,Qassim,6,23,21,7,23,28,22,22
Male,Dhahran,12,25,17,6,43,56,47,43
Male,Jeddah,16,20,19,10,61,50,48,54
Female,Riyadh,7,24,24,16,59,48,40,54
Male,Madinah,12,22,8,9,39,54,41,46
Female,Riyadh,6,6,6,16,49,48,56,49
Female,Makkah,8,12,12,15,46,42,35,47
Female,Dhahran,11,18,12,9,39,36,30,34
Female,Jeddah,7,10,5,4,17,28,21,18
Male,Riyadh,11,17,15,8,48,41,39,44
Male,Riyadh,19,5,23,20,81,71,73,79
Female,Madinah,13,14,25,12,76,86,86,74
Female,Madinah,15,19,5,15,44,50,58,49
Male,Madinah,12,13,7,12,41,48,39,46
Male,Dhahran,8,22,19,8,47,58,41,46
Male,Jeddah,13,18,23,17,52,61,58,59
Male,Madinah,5,5,9,11,37,19,18,28
Male,Dammam,11,25,21,6,50,36,47,38
Male,Jeddah,17,11,14,16,44,53,60,55
Female,Riyadh,8,14,8,13,46,37,31,42
Female,Dammam,19,23,19,15,85,86,84,80
Female,Makkah,21,21,24,12,80,74,75,72
Female,Dammam,5,21,17,11,39,39,38,36
Male,Dhahran,18,15,20,23,81,75,75,79
Male,Makkah,5,12,19,4,35,35,26,27
Male,Qassim,19,16,19,16,73,77,67,74
Female,Makkah,7,24,19,11,24,31,41,29
Female,Madinah,13,8,6,16,62,62,69,63
Male,Riyadh,10,22,16,12,52,38,38,47
Female,Riyadh,7,15,14,5,47,38,34,33
Male,Madinah,7,25,24,14,40,43,45,45
Female,Jeddah,12,14,20,8,54,59,49,49
Male,Dhahran,13,24,12,10,53,68,60,57
Male,Jeddah,13,20,19,21,82,91,89,82
Female,Dhahran,12,9,18,10,62,59,55,54
Male,Dhahran,7,19,6,13,64,45,64,52
Male,Makkah,13,14,22,12,78,76,70,67
Male,Jeddah,14,8,11,15,64,71,61,64
Male,Madinah,4,17,23,8,42,29,36,29
Male,Madinah,6,10,5,10,30,13,20,23
Female,Riyadh,16,16,25,13,56,58,43,54
Female,Madinah,9,22,12,4,29,14,22,21
Female,Dhahran,15,22,17,16,70,70,76,66
Male,Jeddah,11,16,9,12,36,40,37,42
Male,Makkah,21,6,25,14,71,74,66,73
Female,Riyadh,12,16,19,20,81,63,73,73
Female,Makkah,6,15,17,7,31,34,24,30
Female,Makkah,7,6,5,1,31,32,23,22
Female,Madinah,8,22,19,12,62,49,60,52
Female,Makkah,12,25,6,10,44,52,52,49
Male,Riyadh,17,15,18,20,95,85,89,84
Male,Makkah,11,18,13,12,51,54,60,52
Male,Dammam,20,18,20,21,68,69,72,72
Male,Madinah,7,7,13,2,23,30,22,23
Male,Qassim,14,21,19,6,44,41,47,37
Male,Madinah,18,15,16,18,75,79,72,74
Male,Riyadh,24,16,8,15,90,89,95,83
Female,Qassim,20,12,15,14,71,73,66,70
Male,Makkah,4,7,21,4,41,34,40,29
Male,Jeddah,22,13,11,19,69,76,75,75
Female,Jeddah,18,6,15,8,58,63,64,57
Male,Dammam,13,24,13,4,42,43,34,40
Female,Makkah,18,13,13,15,59,61,65,62
Female,Dammam,7,20,18,14,33,47,49,43
Female,Riyadh,19,24,11,20,84,80,85,83
Male,Dhahran,14,25,5,11,51,36,38,41
Male,Qassim,7,16,13,4,22,29,12,22
Female,Dhahran,3,16,18,6,35,35,41,32
Male,Dhahran,16,12,9,10,63,67,67,60
Female,Qassim,7,16,25,15,47,44,45,48
Female,Dammam,14,10,23,9,58,57,56,52
Male,Riyadh,5,7,17,2,28,30,25,20
Female,Qassim,21,17,14,15,75,84,93,79
Male,Jeddah,19,22,12,16,83,75,89,74
Male,Makkah,21,7,5,15,71,66,66,70
Female,Dhahran,15,7,15,14,52,39,39,48
Male,Makkah,12,17,9,20,64,63,80,68
Female,Jeddah,4,22,22,7,17,26,26,22
Male,Riyadh,15,23,7,18,82,84,74,77
Female,Qassim,14,10,20,22,92,75,77,82
Male,Madinah,22,21,13,14,86,82,93,81
Female,Qassim,7,7,20,5,27,25,21,24
Female,Dhahran,22,5,15,21,92,87,92,91
Female,Jeddah,22,19,16,21,81,74,74,81
Male,Dammam,18,20,9,11,72,68,63,64
Female,Riyadh,13,7,22,17,64,55,66,61
Male,Riyadh,19,23,14,22,80,94,88,88
Female,Dhahran,8,13,15,16,49,49,48,47
Female,Qassim,17,20,18,14,61,53,54,55
Female,Riyadh,10,7,18,16,53,42,39,52
Male,Dhahran,25,15,6,19,94,99,94,97
Male,Dammam,13,17,6,20,77,72,74,74
Female,Riyadh,19,22,10,22,84,91,95,85
Female,Jeddah,18,17,25,10,69,59,62,61
Male,Makkah,3,22,15,8,33,37,40,30
Male,Riyadh,18,16,22,15,90,84,81,82
Male,Makkah,6,14,7,3,37,35,34,26
Female,Jeddah,22,9,6,20,92,89,81,89
Male,Riyadh,13,18,16,10,53,48,41,50
Male,Riyadh,7,16,25,14,33,34,33,34
Female,Madinah,14,25,20,11,43,47,48,46
Male,Madinah,9,10,6,8,48,49,45,45
Female,Qassim,21,13,5,16,78,75,65,75
Male,Dammam,9,5,15,8,41,40,49,36
Male,Jeddah,9,7,11,15,53,60,57,56
Male,Makkah,7,20,19,11,35,47,35,42
Female,Madinah,13,21,15,15,56,65,58,57
Male,Madinah,11,25,6,9,53,64,66,53
Male,Dammam,21,5,17,11,71,70,71,64
Male,Madinah,11,19,9,6,52,40,51,41
Female,Jeddah,23,14,11,14,90,85,78,80
Male,Riyadh,11,9,18,15,56,58,58,58
Female,Dhahran,8,24,8,0,31,15,12,14
Male,Dammam,12,12,13,15,68,59,66,58
Male,Dammam,12,12,13,16,52,57,57,53
Female,Makkah,14,15,20,8,54,50,64,46
Female,Dhahran,4,20,13,7,41,39,28,36
Male,Jeddah,0,5,20,1,20,17,32,11
Female,Makkah,22,23,9,21,96,81,95,89
Female,Qassim,1,19,21,9,18,29,27,25
Male,Madinah,5,22,23,7,23,27,26,22
Female,Dammam,8,13,12,15,52,44,61,45
Female,Qassim,25,25,17,24,84,91,84,90
Female,Jeddah,14,15,18,14,57,72,55,63
Female,Dammam,16,21,16,13,61,63,61,62
Female,Dhahran,18,7,23,20,97,82,96,87
Female,Makkah,12,7,15,9,54,40,49,45
Male,Dhahran,6,13,19,14,35,39,41,40
Female,Makkah,16,22,21,20,73,73,81,74
Male,Dhahran,7,9,7,6,55,39,44,37
Female,Madinah,11,8,25,13,61,50,45,54
Male,Makkah,15,17,17,16,63,60,61,64
Male,Dhahran,10,14,25,7,29,30,31,32
Male,Dhahran,9,16,24,17,72,68,52,65
Female,Makkah,18,10,15,23,75,85,85,80
Female,Madinah,24,11,8,24,86,85,92,89
Male,Madinah,9,15,16,9,27,18,24,24
Male,Makkah,1,17,13,1,24,37,36,20
Male,Riyadh,6,24,13,5,41,34,38,31
Female,Jeddah,16,14,13,12,58,49,64,55
Female,Dhahran,9,23,13,9,73,70,54,61
Female,Dhahran,8,5,10,9,49,62,54,51
Female,Madinah,4,6,12,7,34,36,30,28
Male,Jeddah,15,13,16,17,86,96,97,87
Male,Madinah,7,19,24,14,59,63,63,54
Male,Qassim,12,14,13,16,57,70,61,62
Female,Dammam,11,6,8,20,79,64,70,70
Female,Qassim,16,16,19,17,64,56,51,61
Female,Dammam,21,19,22,15,74,62,65,68
Male,Riyadh,18,17,16,18,56,69,59,69
Male,Jeddah,13,23,23,20,75,88,85,82
Male,Dammam,19,17,5,18,86,74,77,76
Male,Madinah,12,24,9,17,68,64,70,63
Male,Jeddah,16,8,10,16,66,85,85,71
Female,Qassim,19,13,8,16,72,69,60,71
Male,Riyadh,13,19,20,18,64,67,69,65
Female,Qassim,6,8,22,7,14,12,19,15
Male,Makkah,10,14,14,5,35,32,28,28
Male,Makkah,23,15,21,17,87,80,85,79
Male,Jeddah,15,7,22,18,74,77,68,76
Male,Jeddah,10,17,16,16,67,68,53,66
Male,Dhahran,8,18,20,12,42,43,26,39
Male,Makkah,5,13,15,7,47,50,44,40
Male,Makkah,19,20,10,19,68,81,70,76
Female,Dhahran,9,5,21,10,49,53,39,50
Male,Jeddah,13,19,25,19,71,64,55,69
Male,Riyadh,17,16,12,23,94,91,92,91
Male,Qassim,6,15,14,10,32,16,16,23
Male,Makkah,16,13,10,16,79,82,85,78
Female,Riyadh,15,5,22,15,46,44,40,49
Male,Madinah,10,12,23,11,26,34,33,34
Female,Dhahran,8,19,19,10,39,37,26,39
Male,Madinah,14,6,21,12,35,48,49,44
Male,Riyadh,18,18,5,15,79,74,78,74
Male,Madinah,8,18,24,5,52,45,48,41
Male,Jeddah,11,9,25,16,72,76,57,67
Male,Dhahran,4,8,10,3,26,13,30,14
Female,Dhahran,17,24,12,19,64,66,77,66
Male,Riyadh,11,7,12,14,72,58,56,58
Male,Qassim,6,23,6,6,38,41,42,34
Male,Qassim,3,11,19,8,33,37,27,32
Male,Madinah,15,8,20,6,52,47,46,43
Female,Dhahran,7,12,24,6,32,27,12,25
Male,Madinah,19,22,20,11,70,76,82,70
Female,Dhahran,9,5,25,6,26,38,39,31
Male,Dammam,7,16,25,9,39,49,33,42
Female,Qassim,16,18,18,18,81,88,79,79
Male,Dhahran,22,10,17,20,95,99,98,94
Male,Qassim,14,25,19,11,51,48,56,50
Female,Dammam,13,6,13,3,41,39,28,32
Female,Jeddah,3,19,20,12,41,36,30,38
Male,Qassim,11,19,16,8,48,50,50,45
Female,Riyadh,13,20,20,12,55,61,56,54
Female,Qassim,11,25,19,7,30,39,37,35
Female,Qassim,17,12,8,12,68,71,57,66
Female,Dhahran,21,13,21,23,100,96,90,96
Female,Riyadh,5,13,14,6,24,25,30,22
Male,Makkah,8,25,14,3,33,36,33,30
Male,Riyadh,2,7,21,6,25,20,20,18
Male,Madinah,10,22,5,10,41,48,47,40
Female,Riyadh,10,22,24,4,27,23,16,24
Female,Jeddah,17,21,5,14,63,72,59,65
Female,Riyadh,2,15,21,1,31,21,20,19
Female,Jeddah,14,22,13,7,34,35,39,36
Female,Riyadh,3,12,8,10,15,19,12,23
Female,Makkah,6,17,16,9,33,32,26,31
Female,Dhahran,20,6,24,16,76,78,91,76
Male,Jeddah,12,5,18,12,62,66,71,57
Male,Makkah,6,18,7,11,28,17,35,27
Male,Makkah,21,24,19,14,66,70,68,70
Male,Makkah,10,19,20,2,22,38,29,24
Male,Dammam,17,17,8,18,52,58,68,60
Female,Makkah,24,17,10,21,82,81,81,84
Male,Dhahran,3,7,19,1,25,31,23,19
Male,Makkah,6,7,10,6,44,55,44,40
