Quiz-1,Quiz-2,Quiz-3,Quiz-4,Major-1,Major-2,Major-3,Final
10,11,9,9,50,47,54,43
14,5,21,18,61,60,77,65
21,13,16,15,76,76,91,76
13,5,14,8,53,59,66,51
11,19,5,11,43,49,55,45
19,16,13,18,92,82,88,83
9,25,23,10,26,25,29,26
8,13,16,7,40,32,43,35
17,9,12,14,86,86,75,81
16,5,18,10,44,61,51,53
8,15,24,13,40,47,51,42
10,16,19,10,54,56,71,52
9,25,16,17,55,49,49,50
3,8,5,10,32,41,33,35
12,15,8,8,58,50,49,46
0,9,15,7,20,23,25,22
16,24,20,14,64,58,48,59
23,16,17,20,91,76,79,81
11,8,9,19,61,73,69,70
13,23,23,16,57,56,67,58
12,13,22,12,81,74,73,67
20,13,24,21,74,81,78,77
1,5,5,11,28,26,17,29
9,14,10,11,49,66,62,51
17,11,6,23,74,82,90,80
10,15,13,12,39,45,53,40
9,6,5,1,19,31,24,22
10,24,25,9,28,25,23,30
6,9,14,11,17,28,17,25
20,7,14,15,100,91,83,90
6,20,19,6,40,42,49,37
14,6,18,15,80,72,75,72
7,13,24,11,43,48,42,45
15,10,14,11,69,58,67,56
11,15,13,19,77,65,68,68
18,5,21,11,60,52,52,56
3,5,25,11,37,33,39,34
6,11,19,7,35,29,19,32
6,19,21,14,50,39,59,45
13,14,19,11,68,73,71,65
20,25,20,15,83,87,86,81
14,18,8,14,67,67,63,65
4,5,14,3,27,42,28,27
21,12,7,23,84,99,98,91
12,21,12,12,63,60,61,60
18,23,13,11,75,65,60,67
7,18,13,12,31,39,22,37
19,13,5,15,87,89,84,80
18,8,15,19,87,89,90,87
8,8,5,11,58,61,66,52
5,15,21,9,30,31,37,29
12,9,24,22,86,79,82,81
22,20,21,19,81,91,91,86
10,15,5,4,44,34,50,36
12,14,19,13,57,73,64,64
4,20,13,4,48,47,30,36
20,12,21,17,80,76,79,74
19,8,10,15,78,84,85,79
18,23,13,14,62,61,71,61
13,21,25,14,55,53,64,54
19,18,9,21,74,71,88,76
10,19,18,6,37,33,28,30
7,10,21,12,42,50,45,44
17,22,25,24,78,79,75,82
14,24,13,4,45,37,44,38
18,20,8,12,70,64,72,65
17,22,9,24,91,88,78,91
13,6,7,17,66,58,64,63
4,20,15,10,35,37,34,36
8,8,20,5,13,23,29,19
20,8,23,15,88,93,85,83
13,25,18,17,58,64,62,64
18,18,17,23,75,84,89,85
10,17,15,11,55,66,61,55
10,10,19,8,47,57,41,48
10,25,6,6,50,46,33,42
13,17,23,13,74,70,81,65
23,22,13,20,72,86,88,82
1,5,7,4,23,22,30,20
20,25,22,15,96,95,100,88
7,24,5,5,49,50,53,42
15,21,17,13,41,43,52,45
17,21,16,24,91,88,75,91
10,19,12,14,55,54,64,55
5,6,23,5,53,51,44,39
11,19,8,7,18,26,25,25
14,24,17,15,54,56,48,53
13,22,5,13,57,63,66,55
7,22,8,16,53,61,45,54
14,17,5,7,57,55,46,52
9,25,7,13,52,59,61,55
16,10,21,21,80,68,80,75
13,16,16,19,85,87,91,80
3,12,16,11,30,44,26,33
13,25,13,12,65,64,67,59
12,7,7,14,61,58,68,59
5,9,9,11,21,22,36,26
11,19,20,16,56,40,45,52
10,14,17,17,60,69,54,61
14,11,18,14,58,53,60,57
19,8,17,18,63,74,81,73
9,10,20,3,39,37,33,31
8,6,17,5,39,26,46,29
18,17,23,23,84,75,90,80
11,15,24,12,45,50,49,49
15,21,11,13,82,65,64,68
11,25,24,6,45,42,30,40
5,24,19,10,26,44,37,32
7,5,15,11,31,28,27,32
25,10,8,21,99,93,93,96
11,15,10,4,27,22,21,24
19,12,17,14,67,74,66,69
10,11,9,3,30,35,18,30
19,13,23,21,76,85,77,79
12,12,18,12,36,30,44,36
12,14,17,11,44,58,62,50
14,7,24,12,49,67,66,59
10,7,12,12,35,50,44,42
15,20,24,22,86,95,79,89
22,13,24,22,86,94,81,91
15,6,15,7,55,55,44,48
10,14,25,11,53,46,54,46
20,8,18,13,63,75,66,68
6,17,19,3,41,31,24,26
17,9,14,19,60,52,69,63
6,15,19,7,55,55,38,43
8,22,23,11,50,54,51,50
10,14,10,14,36,32,40,37
10,20,5,5,34,46,33,36
5,15,16,13,46,51,38,45
17,8,9,22,83,94,81,86
20,20,17,23,88,74,73,83
17,11,21,17,68,56,62,66
15,22,13,10,37,52,36,45
18,18,15,10,59,61,71,59
6,19,18,16,49,42,40,48
24,14,7,25,98,81,97,94
13,6,6,9,47,56,64,49
14,25,11,16,59,65,58,59
13,7,21,10,45,64,56,53
6,9,7,3,29,31,31,26
5,7,19,4,30,35,36,30
14,24,16,15,94,92,91,86
4,15,18,9,25,29,35,27
12,14,11,21,82,79,66,81
3,15,6,5,20,22,12,20
14,21,21,15,65,69,63,62
8,21,11,3,35,30,29,26
12,23,23,14,77,81,80,71
8,25,7,16,56,55,47,53
17,11,19,16,56,71,58,67
13,25,11,16,79,81,71,73
10,6,22,6,40,45,45,39
7,9,5,9,34,21,33,28
20,9,6,14,82,84,80,79
19,20,11,17,74,77,79,76
6,12,15,11,36,28,36,30
13,10,8,17,74,73,88,68
17,11,11,20,86,85,81,81
13,12,14,7,45,42,43,43
14,19,14,11,67,62,57,62
21,14,20,21,78,77,83,78
13,23,7,7,28,36,34,31
16,11,17,17,83,82,82,81
19,15,21,21,79,91,78,86
21,6,5,20,80,91,84,88
2,13,18,7,33,25,26,23
13,14,9,22,77,89,78,81
12,22,25,14,46,57,58,53
23,5,19,15,91,81,82,83
11,17,8,12,51,47,45,45
6,12,11,7,33,22,26,27
16,17,11,22,88,88,71,86
13,23,12,18,51,66,66,64
10,8,15,13,53,47,48,48
7,9,7,8,58,63,54,50
11,24,24,10,32,26,32,32
16,7,13,12,70,85,70,73
17,9,25,15,75,79,71,74
2,24,10,9,35,28,18,29
22,18,18,21,94,100,84,97
14,14,8,18,55,54,67,59
15,25,5,25,91,92,92,94
15,24,19,9,50,53,56,51
22,6,9,17,83,72,90,74
5,15,16,9,36,47,34,40
19,19,21,14,78,66,73,67
3,21,20,2,27,36,31,23
5,21,6,4,17,30,18,23
15,5,11,15,86,88,79,79
17,21,24,12,76,68,62,65
16,16,5,16,67,73,64,70
17,15,13,7,59,44,51,47
3,15,15,10,31,18,26,26
20,8,18,19,92,93,94,90
11,23,13,15,36,45,54,45
9,13,16,9,15,15,19,18
13,21,16,19,65,71,55,69
20,11,25,19,99,94,100,90
14,17,20,9,68,54,72,55
10,20,20,13,55,44,49,50
15,7,12,16,57,73,71,64
10,7,11,9,27,27,37,27
21,19,9,20,68,79,75,78
9,7,24,9,49,52,56,44
5,21,10,6,22,20,31,17
9,12,16,10,51,36,47,39
11,11,20,6,42,48,50,43
18,12,6,21,71,64,62,71
5,11,7,4,27,30,24,23
2,20,20,4,27,33,23,26
20,7,13,16,92,93,98,85
15,23,19,18,95,94,88,90
23,21,12,19,82,93,97,84
14,5,22,15,73,64,73,65
15,14,24,15,54,51,44,56
18,19,22,23,86,76,87,81
9,11,6,14,37,46,34,43
19,5,12,18,65,70,64,68
12,22,7,12,62,70,58,62
14,21,7,16,73,59,73,65
14,9,20,18,75,88,83,78
6,13,16,11,52,49,46,48
11,14,24,8,32,27,25,30
25,17,23,25,100,94,90,96
11,8,11,7,31,26,18,26
18,24,21,20,68,78,80,74
22,5,10,19,78,90,81,84
6,13,19,7,45,40,32,39
8,12,11,12,53,40,46,47
10,8,15,6,16,28,28,22
13,21,17,9,52,40,45,43
19,24,10,14,61,70,76,67
17,9,18,18,77,65,65,68
16,15,20,18,68,64,48,65
14,13,24,14,68,75,67,66
13,9,12,11,50,58,45,53
12,14,5,10,26,30,32,32
8,21,16,7,40,53,59,39
18,21,19,16,71,70,71,72
19,10,9,12,58,77,77,64
5,5,17,4,40,21,35,26
14,17,12,14,36,30,37,39
13,22,24,15,54,52,61,53
21,8,6,16,70,63,68,68
13,25,13,10,48,49,39,48
8,9,24,10,37,20,37,27
17,8,10,17,63,44,60,57
21,21,20,19,76,75,65,76
10,13,21,5,29,29,15,25
9,11,24,7,50,51,53,45
15,11,24,19,67,61,52,63
14,17,5,18,62,58,53,62
16,24,15,22,73,84,83,78
9,25,11,12,38,40,37,38
12,20,16,6,25,22,40,25
14,19,5,17,71,54,70,65
11,16,10,11,41,48,40,42
5,23,18,7,37,35,36,30
21,19,18,12,62,76,76,65
4,24,8,10,27,44,32,37
10,22,12,9,38,33,49,37
15,19,17,18,98,97,87,92
5,20,17,2,41,38,41,32
8,25,24,4,28,38,21,26
21,6,17,18,99,82,96,88
9,17,15,16,62,59,67,60
14,8,24,11,44,57,45,47
8,13,21,14,34,41,39,38
17,12,8,16,77,62,63,65
8,5,19,8,61,51,48,45
8,7,16,16,52,54,56,52
10,7,18,7,38,31,38,34
16,10,11,15,72,73,71,70
14,20,13,12,75,64,64,61
15,15,20,7,57,48,63,46
17,14,11,15,50,52,52,57
20,8,25,15,86,75,86,77
4,24,11,13,43,28,40,35
5,9,21,14,39,30,48,39
19,5,15,19,80,93,95,82
17,12,24,22,76,81,81,79
2,11,9,7,38,37,26,31
16,22,11,23,71,78,90,76
21,20,12,15,88,82,84,81
9,20,25,2,23,28,31,20
11,25,14,4,45,34,39,31
13,15,16,14,39,53,49,50
3,13,16,10,32,29,31,32
18,8,9,25,89,90,85,91
9,14,21,9,60,58,65,52
17,12,7,17,71,67,53,71
5,14,17,4,31,38,34,29
12,21,18,21,67,82,64,72
3,5,21,3,28,16,18,15
6,10,9,9,45,36,38,39
5,5,24,1,21,24,32,19
11,14,16,10,48,50,48,46
14,5,16,12,51,59,58,55
16,10,13,15,66,77,77,67
13,14,25,11,47,32,40,40
13,10,15,4,33,40,35,33
9,24,19,1,34,25,24,24
5,19,16,10,28,21,23,24
3,23,15,13,39,36,37,36
8,14,10,3,38,23,31,26
21,25,18,16,73,73,69,70
7,16,19,10,31,37,33,34
6,5,15,12,34,47,36,42
14,23,19,11,77,79,72,69
7,18,10,0,12,14,27,11
12,10,9,6,21,34,28,28
10,10,19,2,18,20,21,20
16,18,24,20,77,90,93,84
21,22,9,23,88,82,90,84
4,23,16,3,18,17,15,12
2,23,6,3,35,29,17,25
13,22,17,11,64,59,68,57
18,12,7,23,83,86,91,83
9,6,13,4,40,28,28,27
16,5,7,23,77,83,80,80
15,25,22,22,94,79,85,83
14,25,5,18,67,72,56,67
22,17,13,12,69,82,76,73
15,12,25,16,93,93,79,85
10,13,15,5,23,32,14,25
17,7,21,16,73,77,83,75
22,16,6,19,88,71,79,80
10,17,14,9,37,32,49,35
19,9,5,16,93,87,78,81
22,17,16,19,69,76,78,77
8,23,17,10,59,41,47,44
5,10,24,8,19,21,31,24
17,5,25,16,55,60,52,61
16,15,20,16,58,64,53,61
9,23,12,2,30,29,29,25
15,14,16,6,40,44,48,41
7,13,12,3,23,19,30,21
11,16,25,15,82,76,64,74
13,11,5,18,70,65,60,66
14,20,20,9,34,37,38,37
17,8,12,9,72,59,63,56
19,13,24,16,81,99,96,82
10,8,11,9,31,46,26,36
20,13,9,25,91,80,85,90
15,8,16,16,63,44,51,56
19,6,16,21,69,78,72,79
12,22,25,2,23,30,36,27
6,24,24,7,42,42,38,35
19,22,25,19,75,82,83,81
17,23,9,19,91,82,94,83
17,15,20,11,68,50,67,58
8,20,8,3,20,34,21,22
10,10,23,10,58,49,44,48
19,13,20,13,65,73,63,69
10,24,6,13,45,53,51,51
16,21,22,11,66,68,58,62
11,8,19,9,39,42,35,40
21,16,15,17,79,67,78,71
14,18,22,6,50,43,41,42
17,14,23,22,85,85,85,82
13,8,6,10,52,36,39,40
9,22,10,16,53,55,39,57
14,8,21,10,44,59,50,47
17,19,22,12,82,67,71,65
6,7,23,3,32,42,39,28
4,13,16,2,19,25,33,16
9,23,21,18,63,68,51,67
15,24,13,20,83,71,83,77
13,6,22,16,63,76,76,70
18,17,24,17,80,83,88,77
1,18,23,7,22,19,33,18
20,8,24,10,70,72,67,68
21,16,14,14,73,65,72,68
7,12,7,10,53,52,52,45
8,25,10,14,51,68,50,55
11,10,20,12,56,54,57,51
11,11,18,4,27,30,45,28
9,24,5,16,46,47,52,51
16,13,24,14,75,82,63,73
13,23,25,15,83,79,66,75
5,7,7,6,21,34,34,27
22,14,25,20,94,84,92,86
11,20,23,6,21,18,29,24
14,10,12,15,68,52,62,56
14,20,13,10,47,53,49,48
17,20,14,20,77,61,77,71
3,13,21,9,25,27,31,27
16,21,25,17,63,66,69,64
22,24,12,24,76,92,89,91
13,8,25,15,75,60,70,65
7,19,13,7,43,55,47,41
6,16,10,8,46,42,30,39
14,19,22,13,78,70,67,67
6,18,12,12,46,33,35,41
21,20,7,16,66,82,80,72
8,16,15,3,29,30,25,26
19,25,22,20,94,87,93,86
22,6,8,20,82,75,86,77
16,10,7,7,47,54,56,45
4,22,5,9,18,22,29,23
10,25,11,13,49,49,48,51
11,23,14,14,66,62,69,60
2,12,16,11,29,29,29,28
8,22,19,2,38,24,34,27
10,23,10,10,58,55,58,50
15,12,15,15,99,89,99,87
13,17,24,12,36,55,53,50
9,9,21,8,36,43,36,36
11,10,25,12,64,67,63,62
10,16,14,10,55,39,47,42
12,17,6,8,39,29,41,36
9,20,9,12,55,54,54,53
22,12,7,25,98,91,97,98
15,22,20,17,74,65,72,67
15,8,17,9,51,39,50,42
12,14,17,11,46,42,42,43
18,25,5,15,67,75,60,70
17,11,12,11,61,44,64,51
14,9,9,13,77,77,90,73
18,13,7,19,69,64,53,67
15,14,15,17,73,54,69,62
9,25,6,12,66,66,59,61
10,24,17,2,33,25,37,22
13,15,17,13,82,77,80,74
14,17,15,23,75,85,79,84
14,12,14,13,48,46,46,50
10,23,25,15,54,45,40,52
19,24,23,13,74,67,63,65
13,22,13,14,37,41,43,42
19,22,9,21,96,91,91,91
18,13,9,18,77,80,77,77
12,8,12,10,43,52,52,49
15,21,13,16,55,60,64,57
13,18,9,13,68,64,73,63
10,10,17,20,72,67,71,66
4,25,9,3,24,33,22,22
5,6,11,13,35,37,46,36
11,15,8,9,48,53,53,49
17,12,25,12,74,78,83,67
18,15,14,15,75,76,81,74
13,12,20,10,54,61,46,55
16,16,13,15,92,86,82,84
9,20,23,10,32,35,31,33
17,19,22,10,61,53,46,53
16,24,6,15,47,43,45,50
13,15,7,12,32,36,47,35
1,11,14,1,12,22,18,15
14,19,23,17,58,60,54,62
23,8,11,22,75,72,79,79
6,21,5,6,36,50,38,40
16,18,17,16,81,86,97,79
2,6,25,5,21,37,28,26
10,10,10,9,33,32,36,34
13,23,16,14,51,43,45,49
19,11,9,21,94,82,75,88
19,7,17,16,70,60,74,68
17,20,21,12,50,46,51,48
21,13,16,22,72,88,79,82
14,19,5,14,70,63,59,65
17,20,7,15,75,66,82,69
10,18,15,7,56,59,51,52
14,10,15,13,68,65,58,65
16,22,18,22,81,89,81,84
16,18,17,11,67,62,64,59
7,17,21,6,53,53,45,47
14,11,25,8,61,55,63,55
10,9,25,10,55,53,52,52
13,11,9,6,37,30,37,34
2,8,17,7,33,34,32,27
1,8,25,6,12,31,22,22
7,17,19,7,38,35,35,30
12,11,20,12,74,83,66,68
15,21,13,11,58,63,47,56
4,20,12,9,32,30,21,27
14,21,9,21,89,91,84,85
16,16,25,10,58,53,52,54
7,18,12,9,57,51,46,45
3,13,18,11,24,39,23,29
20,5,21,17,93,81,83,83
13,14,23,17,67,59,72,60
5,23,20,10,44,40,39,39
7,21,7,7,12,26,29,21
19,7,19,22,80,94,98,87
6,17,21,12,36,23,26,33
8,7,14,6,42,36,38,34
23,11,5,17,92,82,75,82
13,6,11,11,52,62,45,52
9,20,24,6,54,41,53,43
18,15,11,20,75,81,88,81
4,16,24,5,24,19,26,20
8,10,9,7,37,34,30,35
14,11,20,9,50,55,63,49
11,15,13,16,81,64,80,65
13,20,14,14,74,79,63,71
10,6,8,13,58,49,61,50
12,17,22,20,73,78,65,73
13,17,23,4,33,41,39,33
16,22,20,14,47,58,60,56
14,18,7,8,48,60,63,50
12,10,19,15,68,63,67,63
10,10,6,12,32,28,35,35
5,5,20,14,31,45,39,39
7,16,5,2,24,37,26,27
19,18,15,20,87,81,91,85
17,8,13,20,86,95,93,86
10,9,17,13,68,61,68,61
8,25,21,10,40,32,29,37
15,15,13,8,54,48,53,47
25,9,11,24,85,98,88,94
23,13,24,21,83,89,88,87
18,14,23,15,79,75,76,73
11,25,20,17,62,64,66,64
15,21,20,13,82,74,67,69
14,11,22,12,46,54,53,52
16,13,25,12,76,79,78,71
8,6,8,3,29,19,17,23
11,22,22,9,44,51,48,47
15,21,16,9,70,67,67,58
9,25,11,2,15,23,20,16
18,20,6,13,63,62,61,64
18,5,6,22,86,66,81,80
5,16,25,8,38,41,42,36
20,10,21,18,95,83,89,86
16,8,7,14,61,59,61,60
11,19,11,11,35,34,48,35
24,12,9,24,82,88,87,91
15,16,8,15,84,77,77,76
19,11,10,25,84,85,86,86
14,10,24,18,65,61,57,65
17,6,13,17,89,99,89,88
11,5,7,9,55,59,67,52
14,11,18,5,54,55,52,45
7,6,10,5,21,26,18,25
15,20,25,15,46,48,48,48
10,22,6,8,53,57,47,51
21,11,5,24,83,84,84,88
14,21,13,23,90,87,86,85
7,22,13,4,12,29,18,19
21,21,18,21,62,67,82,70
21,21,19,20,100,81,94,88
12,23,7,10,38,47,47,42
11,5,15,15,55,51,55,51
19,12,20,13,61,61,66,63
6,5,16,5,37,40,36,34
12,17,13,14,63,67,65,59
15,17,16,23,99,82,82,90
13,8,10,14,50,44,48,51
14,7,9,9,49,45,42,44
10,17,21,19,68,65,58,67
15,24,14,20,85,81,90,79
11,9,18,18,77,80,80,76
1,24,24,3,25,29,22,23
18,22,7,14,79,91,76,76
18,22,11,15,91,74,80,77
16,21,6,16,70,61,57,64
23,9,23,19,85,86,96,82
20,19,10,21,90,87,83,87
15,24,20,15,90,91,86,85
11,12,7,5,34,28,26,27
7,12,24,3,20,21,28,18
16,12,17,15,83,80,71,73
9,13,8,11,55,49,39,46
10,17,17,5,37,35,17,34
9,23,20,14,66,57,60,60
11,12,8,6,27,38,21,33
3,6,22,3,18,37,18,23
14,21,18,13,54,68,62,60
10,17,7,13,37,26,34,34
16,16,8,13,53,41,56,50
8,13,12,5,45,43,44,36
19,23,23,10,71,60,57,60
9,15,25,9,69,64,73,56
23,12,24,25,96,91,98,94
17,6,9,17,63,79,69,71
11,25,8,4,31,38,44,28
23,16,5,19,91,78,90,86
14,18,9,5,54,36,37,39
15,25,15,16,65,58,57,60
5,16,19,10,48,44,42,41
22,5,21,23,80,88,81,90
5,13,23,6,34,30,30,29
17,25,7,20,71,79,71,76
19,7,8,13,54,57,63,54
14,5,11,12,48,40,40,42
14,22,16,6,37,39,35,37
13,25,22,5,42,38,37,35
16,20,24,15,71,83,79,75
17,13,24,16,81,76,67,77
16,24,17,19,68,58,73,64
20,9,10,15,81,92,85,84
13,8,22,8,47,46,31,41
8,15,18,4,37,28,36,25
11,21,8,9,44,47,53,42
16,13,16,10,68,58,70,55
12,18,9,4,46,39,45,35
11,7,7,5,48,32,30,36
11,25,25,13,40,36,42,40
19,14,8,15,59,68,58,62
22,11,19,21,90,80,83,87
4,10,11,13,36,30,37,31
13,12,16,9,73,72,59,65
12,24,23,17,70,64,78,62
7,5,25,5,18,31,23,23
7,8,23,11,29,34,17,36
10,8,14,1,35,30,21,26
9,12,6,8,28,13,16,20
14,10,14,5,38,46,41,38
8,22,24,6,39,32,45,32
7,15,14,12,36,39,37,35
21,13,19,21,78,87,85,81
6,11,10,7,40,35,41,33
5,11,18,8,30,34,41,29
6,9,10,12,53,46,52,44
17,6,15,23,84,82,73,85
4,5,12,10,30,42,33,35
16,6,7,18,78,66,84,73
21,21,11,15,72,71,74,73
11,21,15,7,49,44,63,42
15,7,24,15,49,60,56,57
14,21,22,24,88,87,77,85
19,13,20,16,62,62,75,66
2,14,13,11,26,21,25,23
14,16,24,9,40,48,38,42
15,23,15,11,69,71,68,61
23,23,18,24,97,92,93,95
12,25,10,14,42,41,43,45
9,10,21,12,49,53,39,49
15,24,22,17,69,62,72,65
17,16,19,17,83,80,79,75
10,9,12,11,50,63,60,50
12,25,18,10,64,64,62,56
3,18,7,12,22,35,38,30
1,22,22,10,20,18,15,20
11,18,9,7,41,54,35,44
18,18,12,13,67,49,58,56
10,25,5,10,71,66,74,60
18,6,17,22,74,80,67,79
20,25,16,16,76,83,79,80
21,19,21,14,71,74,69,71
11,10,20,9,60,64,63,55
14,10,7,16,61,52,54,57
3,13,12,7,37,22,20,25
9,12,8,15,54,52,53,55
6,23,25,10,37,42,41,36
12,13,22,16,50,47,63,53
14,11,8,7,48,33,42,35
11,8,23,14,63,71,63,62
6,22,20,7,38,34,29,34
13,18,23,11,57,58,53,51
7,5,9,10,14,27,32,25
13,17,12,13,64,54,71,54
9,8,5,12,72,67,67,59
12,19,24,10,37,39,40,40
14,25,24,16,59,63,71,61
7,20,25,6,26,37,29,32
18,12,11,20,91,99,86,93
10,18,10,20,63,68,63,67
6,15,9,7,30,25,32,24
25,5,20,19,86,86,99,87
14,14,15,16,48,59,48,54
18,5,7,13,86,89,90,79
7,25,24,4,19,28,33,20
22,12,18,18,84,98,95,86
14,22,5,17,83,77,74,78
6,21,5,11,53,41,50,41
9,13,17,5,21,12,16,17
17,24,16,11,61,65,48,62
18,13,9,18,71,70,64,69
13,15,6,11,47,44,45,43
8,7,17,8,33,35,30,31
12,13,11,13,71,61,53,60
16,21,12,17,57,60,77,63
20,16,18,24,75,87,88,87
21,5,25,14,76,91,77,78
4,22,19,2,14,25,25,13
15,25,23,22,80,78,89,77
18,21,15,18,58,68,68,64
11,20,17,16,73,62,69,67
7,22,8,3,24,31,16,22
6,20,10,11,30,19,20,28
13,22,13,10,56,45,56,49
20,10,7,17,80,78,81,76
8,25,7,9,35,24,22,28
11,17,23,13,45,42,46,44
19,10,8,17,78,94,83,83
22,14,25,18,82,94,95,87
9,17,21,10,46,50,49,45
22,22,24,20,81,82,73,85
14,8,23,14,64,72,67,64
11,14,7,20,59,62,77,64
11,20,17,5,47,54,43,43
18,21,25,18,82,73,70,73
6,6,17,11,46,33,31,37
10,22,22,2,13,23,21,16
18,14,14,18,85,72,83,75
7,23,7,15,55,46,48,52
22,9,21,13,83,69,71,69
17,23,25,21,97,99,91,91
11,14,7,7,44,41,42,36
15,6,17,18,58,53,73,57
19,9,18,18,71,62,64,70
14,5,16,15,76,76,86,70
7,24,13,13,56,53,49,48
8,10,13,10,63,47,54,49
12,6,19,17,67,53,55,60
17,21,24,16,78,85,84,77
20,12,22,13,91,89,83,84
10,17,12,10,59,52,57,51
13,12,11,4,44,42,38,35
10,8,8,12,44,52,53,47
12,5,8,15,63,64,73,60
18,20,10,22,67,76,86,78
5,7,21,8,46,50,49,41
9,24,11,5,30,26,41,24
22,21,24,15,92,76,88,82
11,23,13,7,41,40,49,35
16,24,23,9,50,56,43,52
18,23,14,24,79,86,87,84
9,7,23,2,31,28,12,24
18,17,17,12,64,77,65,65
18,6,5,14,80,85,80,77
7,11,17,4,37,26,29,27
12,19,24,4,40,36,31,35
15,7,18,24,98,84,91,87
10,20,7,4,48,38,39,37
3,10,23,5,42,34,27,31
8,23,24,11,60,59,48,56
8,17,7,6,35,54,37,40
9,9,19,17,46,49,53,48
19,16,5,15,78,89,87,80
18,14,20,10,55,65,59,55
18,13,24,18,54,63,73,66
12,19,22,12,42,29,41,38
10,14,11,15,71,61,63,61
15,14,6,14,60,68,75,60
15,20,23,9,54,53,50,53
13,5,17,10,57,46,48,46
18,13,17,24,93,93,80,93
7,5,11,3,30,25,15,26
15,7,25,16,55,50,47,57
23,8,18,21,82,95,84,89
10,25,6,10,35,40,38,37
21,13,19,22,80,76,80,84
25,8,20,17,88,93,85,90
10,23,19,9,34,44,39,40
10,18,22,10,43,32,33,38
17,7,17,13,72,74,73,70
17,24,20,15,71,77,75,70
10,15,21,13,31,41,44,38
11,15,22,11,53,71,52,56
12,20,23,12,63,73,67,63
19,18,8,13,88,75,90,77
4,17,9,10,30,28,40,30
6,8,14,5,37,22,26,27
9,11,13,5,34,45,31,33
22,18,17,15,91,91,96,87
4,21,25,9,19,29,28,23
1,21,18,8,17,21,23,17
9,11,7,2,26,37,37,27
5,7,18,7,33,38,38,31
5,10,18,11,31,36,39,35
9,14,8,15,65,71,69,62
14,22,15,16,40,46,46,46
10,15,20,12,30,33,24,33
22,12,12,25,90,92,97,96
22,5,25,19,80,77,84,80
16,9,6,23,73,84,73,79
9,7,8,13,51,54,50,53
7,12,14,6,48,31,49,32
0,18,19,1,16,15,14,7
7,24,22,13,48,56,56,49
16,5,6,16,65,65,66,67
14,5,23,16,77,82,72,73
11,19,20,16,73,64,68,64
21,19,20,22,97,91,97,95
4,5,12,11,30,19,34,24
20,16,19,15,68,81,64,74
7,22,7,5,23,30,35,26
13,19,5,13,46,47,59,46
10,25,21,9,54,73,69,57
18,13,6,13,66,64,63,65
20,22,22,16,66,68,64,67
13,18,9,8,54,57,53,53
5,12,5,10,23,37,27,29
15,7,16,8,65,68,60,59
22,16,25,23,95,98,91,99
22,24,25,18,89,80,85,82
9,13,21,19,60,56,56,60
16,24,21,19,69,76,75,71
11,22,10,10,38,50,43,44
13,19,18,15,56,60,56,59
15,25,24,20,81,80,89,77
13,14,24,15,70,70,81,67
17,23,17,16,48,57,58,58
10,5,5,14,54,56,46,52
15,13,10,13,53,66,49,57
14,11,14,8,44,36,47,38
13,24,7,13,79,86,82,75
7,25,18,2,41,23,30,24
8,22,9,0,16,25,19,15
10,21,15,12,27,33,21,31
12,21,8,11,40,44,39,44
24,22,25,20,90,94,92,93
13,23,19,17,54,48,45,54
17,18,23,22,83,87,83,85
17,15,5,14,56,60,62,56
9,15,13,7,42,37,43,38
10,15,20,15,67,59,77,58
10,22,13,19,69,70,59,68
12,6,13,15,46,42,50,49
9,5,24,11,44,42,44,44
8,11,7,18,55,52,52,56
14,7,16,11,71,65,63,62
8,6,19,14,33,36,47,39
11,6,21,15,56,64,62,61
17,24,5,24,90,79,77,87
22,13,7,15,87,81,94,79
12,20,7,15,62,72,64,67
2,15,17,11,37,34,30,33
14,7,22,20,82,79,72,79
20,17,23,16,66,57,75,66
10,6,8,4,22,24,22,23
15,10,16,16,55,66,53,59
5,9,11,12,32,35,46,37
20,9,6,20,84,85,80,83
6,9,17,10,54,55,50,51
16,16,23,24,93,79,92,86
14,6,25,9,61,62,53,53
0,10,9,1,26,28,27,17
19,25,14,12,64,66,74,61
25,15,23,23,92,83,82,89
11,16,15,12,77,61,71,60
15,19,5,12,57,40,53,50
21,5,25,17,100,92,97,92
19,13,10,14,76,80,82,72
8,10,19,10,50,68,64,51
17,5,16,16,87,82,93,76
13,17,13,18,73,71,80,71
13,24,19,22,90,76,91,80
21,7,8,14,78,83,82,74
9,19,15,11,42,44,54,42
19,21,13,15,85,88,84,78
14,23,20,5,42,54,51,43
22,6,20,12,76,83,83,73
17,14,22,24,85,88,80,89
12,20,11,11,47,46,37,45
17,7,12,12,55,65,67,60
18,5,11,9,56,62,63,56
19,25,17,16,77,85,84,76
14,24,19,8,39,48,49,41
9,14,24,11,42,48,48,42
20,5,8,17,79,85,91,80
12,5,20,7,59,56,48,53
15,22,11,18,80,63,77,71
14,12,22,12,67,79,75,65
15,6,10,15,48,61,61,57
9,25,9,8,28,28,27,26
11,22,25,11,44,43,41,42
7,25,16,11,45,56,57,48
18,14,9,20,80,94,99,86
13,7,14,3,36,38,37,33
13,22,12,9,44,39,36,42
9,16,8,2,24,28,30,22
3,16,14,5,31,19,17,22
24,15,6,16,89,77,75,83
12,21,5,15,62,70,67,66
2,24,20,1,29,16,24,18
6,20,17,15,35,37,46,38
16,9,19,15,59,69,62,62
5,6,19,5,31,40,35,28
18,11,14,24,90,93,95,93
